age,b1,b2,c10,c3,c4,c8,dow,employment,i1,i2,i3,i4,i5,marriage-status,month,n2,n3,n4,n5,n6,school,successful_sell
31,yes,no,no,False,new,,thu,engineer,1.4,93.444,-36.1,4.9639999999999995,5228.1,married,aug,2,670,999,0.3862738597574441,0,5 - a lot,no
31,yes,yes,no,False,new,,thu,assistant,1.4,93.444,-36.1,4.9639999999999995,5228.1,single,aug,1,510,999,0.7087121411491482,0,4 - average amount,no
38,yes,no,no,False,old,,thu,management,-1.8,92.89299999999999,-46.2,1.327,5099.1,married,may,1,880,999,-0.9702706900364367,0,4 - average amount,no
59,yes,no,no,unknown,old,,wed,leisure,1.4,94.465,-41.8,4.959,5228.1,married,jun,8,650,999,0.10355783889390062,0,5 - a decent amount,no
42,yes,no,no,False,new,,mon,laborer,1.4,93.91799999999999,-42.7,4.96,5228.1,married,jul,2,840,999,-0.7499504941521068,0,1 - almost none,no
40,yes,yes,no,False,new,,fri,engineer,-1.8,92.89299999999999,-46.2,1.25,5099.1,married,may,2,690,999,0.9023274177976185,0,5 - a lot,no
51,no,no,no,unknown,new,,fri,laborer,1.4,93.444,-36.1,4.966,5228.1,married,aug,1,530,999,-1.2336202832784093,0,1 - almost none,no
38,yes,no,no,unknown,new,,thu,management,-0.1,93.2,-42.0,4.0760000000000005,5195.8,single,nov,2,950,999,0.3117389502623676,0,3 - a bit more,no
34,yes,yes,yes,False,old,,wed,laborer,1.1,93.994,-36.4,4.857,5191.0,married,may,4,590,999,-0.7090225142554878,0,3 - a bit more,yes
35,no,no,no,False,old,,mon,engineer,1.1,93.994,-36.4,4.857,5191.0,married,may,2,680,999,0.5463168291938998,0,5 - a decent amount,no
30,yes,yes,no,False,old,no,tue,laborer,-0.1,93.2,-42.0,4.1530000000000005,5195.8,single,nov,1,610,999,1.6371915180461512,1,4 - average amount,no
36,no,no,no,False,new,no,thu,customer service,-1.8,92.89299999999999,-46.2,1.327,5099.1,married,may,2,550,999,-0.19625898406232312,1,4 - average amount,no
31,no,no,no,False,old,,tue,engineer,1.4,94.465,-41.8,4.961,5228.1,single,jun,2,590,999,0.13834444904918353,0,5 - a lot,no
35,yes,yes,no,unknown,new,,tue,customer service,1.4,93.91799999999999,-42.7,4.961,5228.1,married,jul,9,850,999,0.43064171351880076,0,,no
39,no,no,no,unknown,old,,tue,laborer,1.1,93.994,-36.4,4.857,5191.0,married,may,1,810,999,0.06242639849820204,0,3 - a bit more,no
53,yes,no,no,False,old,,tue,assistant,1.1,93.994,-36.4,4.856,5191.0,married,may,2,700,999,1.0532118898104492,0,5 - a lot,no
52,no,no,no,False,old,,thu,leisure,1.4,93.91799999999999,-42.7,4.966,5228.1,divorced,jul,2,780,999,0.41154515915164497,0,5 - a decent amount,no
53,no,yes,no,False,new,,mon,laborer,1.4,93.91799999999999,-42.7,4.962,5228.1,married,jul,2,860,999,0.08049221254482072,0,4 - average amount,no
35,no,no,no,False,old,,wed,assistant,1.1,93.994,-36.4,4.8580000000000005,5191.0,married,may,19,930,999,-0.9771235415958796,0,4 - average amount,no
33,no,no,yes,False,new,yes,fri,assistant,-3.4,92.431,-26.9,0.7390000000000001,5017.5,married,oct,1,590,6,0.8699152197951678,1,5 - a lot,yes
39,no,no,no,False,new,,mon,customer service,-0.1,93.2,-42.0,4.191,5195.8,married,nov,1,950,999,0.8220233548242933,0,5 - a decent amount,no
49,yes,no,no,False,new,,wed,laborer,-0.1,93.2,-42.0,4.12,5195.8,divorced,nov,1,870,999,1.1142096424468757,0,3 - a bit more,no
37,no,no,no,unknown,old,,fri,laborer,1.4,94.465,-41.8,4.947,5228.1,married,jun,2,840,999,-1.8584439203944567,0,1 - almost none,no
42,yes,no,no,False,new,,mon,engineer,1.4,93.444,-36.1,4.965,5228.1,married,aug,2,920,999,-0.38981531814000764,0,5 - a decent amount,no
26,yes,no,no,False,new,,mon,customer service,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,single,may,1,780,999,0.9605038055481159,0,4 - average amount,no
27,yes,no,no,False,old,,fri,customer service,1.1,93.994,-36.4,4.855,5191.0,single,may,4,830,999,-1.5947178588898154,0,4 - average amount,no
31,yes,no,no,unknown,new,,fri,laborer,-1.8,92.89299999999999,-46.2,1.25,5099.1,single,may,1,930,999,-1.6992749178029753,0,1 - almost none,no
47,no,no,no,unknown,new,no,tue,laborer,-1.8,92.89299999999999,-46.2,1.291,5099.1,divorced,may,3,670,999,0.1738408989002115,1,1 - almost none,no
33,yes,no,no,False,old,,mon,self-employed,1.4,93.91799999999999,-42.7,4.962,5228.1,married,jul,3,740,999,0.8166696663759865,0,5 - a lot,no
31,yes,yes,no,False,old,,wed,assistant,1.1,93.994,-36.4,4.856,5191.0,single,may,1,720,999,-0.06800393809445658,0,5 - a lot,no
37,yes,no,no,unknown,old,,thu,assistant,1.4,94.465,-41.8,4.955,5228.1,single,jun,3,850,999,0.9207527220734135,0,5 - a lot,no
32,yes,no,no,False,new,,wed,engineer,-1.8,92.89299999999999,-46.2,1.281,5099.1,single,may,4,930,999,0.5510144885850392,0,5 - a lot,no
55,yes,no,no,unknown,old,,fri,engineer,1.1,93.994,-36.4,4.859,5191.0,married,may,7,660,999,-0.6647959872601349,0,1 - almost none,no
30,yes,no,yes,False,new,,fri,assistant,-1.8,93.876,-40.0,0.684,5008.7,single,may,5,960,999,1.768213199296442,0,4 - average amount,yes
34,yes,no,no,False,new,,mon,none,-0.1,93.2,-42.0,4.191,5195.8,married,nov,2,690,999,-0.4734710452144813,0,4 - average amount,no
25,yes,no,yes,False,old,,wed,laborer,1.1,93.994,-36.4,4.8580000000000005,5191.0,single,may,1,570,999,-0.1852014975327615,0,1 - almost none,yes
21,no,no,no,False,new,,thu,student,-1.7,94.215,-40.3,0.81,4991.6,single,jul,1,810,999,1.5568213682178915,0,,no
57,yes,no,no,unknown,new,,fri,laborer,-0.1,93.2,-42.0,4.021,5195.8,married,nov,2,570,999,-0.28987333415629346,0,3 - a bit more,no
31,no,no,no,False,old,,wed,assistant,1.1,93.994,-36.4,4.859,5191.0,married,may,2,720,999,-0.7818497502318328,0,5 - a lot,no
35,no,no,no,False,new,,tue,customer service,1.4,93.91799999999999,-42.7,4.962,5228.1,single,jul,1,770,999,-0.7073948135382255,0,4 - average amount,no
27,yes,no,yes,False,new,,mon,assistant,-1.8,93.075,-47.1,1.392,5099.1,single,apr,1,820,999,1.0713687323755443,0,5 - a lot,yes
88,no,no,no,False,new,,mon,leisure,-1.1,94.199,-37.5,0.882,4963.6,married,sep,1,700,999,-0.4522666073183236,0,1 - almost none,no
24,yes,no,no,False,new,no,fri,student,-2.9,92.20100000000001,-31.4,0.8490000000000001,5076.2,single,aug,1,870,6,-0.16553822997533907,4,4 - average amount,no
43,yes,no,no,unknown,old,,fri,engineer,1.1,93.994,-36.4,4.864,5191.0,married,may,5,720,999,0.8311404000110876,0,5 - a decent amount,no
31,no,no,no,False,old,,tue,laborer,1.4,94.465,-41.8,4.958,5228.1,married,jun,6,940,999,-0.8066941778274941,0,2 - a little bit,no
42,no,no,no,False,old,,mon,laborer,1.4,94.465,-41.8,4.961,5228.1,single,jun,5,940,999,1.4973783360260415,0,3 - a bit more,no
29,yes,no,no,False,old,,fri,engineer,1.1,93.994,-36.4,4.857,5191.0,married,may,3,690,999,0.73433589259644,0,5 - a lot,no
30,no,yes,no,unknown,old,,mon,customer service,1.4,94.465,-41.8,4.961,5228.1,married,jun,2,650,999,0.9945174799357183,0,5 - a lot,no
34,no,no,yes,False,old,,fri,cleaner,1.1,93.994,-36.4,4.864,5191.0,divorced,may,3,680,999,-2.563267331614736,0,4 - average amount,yes
52,no,no,no,False,new,,wed,assistant,1.4,93.91799999999999,-42.7,4.957,5228.1,married,jul,7,560,999,0.01148465989428881,0,4 - average amount,no
42,no,no,no,False,new,,wed,self-employed,-0.1,93.2,-42.0,4.12,5195.8,single,nov,4,640,999,0.7016224656226268,0,5 - a lot,no
33,yes,yes,no,False,new,,mon,assistant,1.4,93.444,-36.1,4.963,5228.1,single,aug,4,810,999,-1.019317857886875,0,5 - a lot,no
27,yes,no,no,False,old,,mon,laborer,1.4,93.91799999999999,-42.7,4.962,5228.1,single,jul,3,970,999,-1.014730378671413,0,3 - a bit more,no
35,yes,yes,no,False,new,,wed,engineer,-0.1,93.2,-42.0,4.12,5195.8,single,nov,1,530,999,-0.10295515821224212,0,3 - a bit more,no
40,yes,no,no,False,new,,thu,assistant,-1.8,93.075,-47.1,1.41,5099.1,divorced,apr,2,660,999,1.8106661389680279,0,5 - a lot,no
40,yes,no,yes,unknown,new,,thu,laborer,-0.1,93.2,-42.0,4.0760000000000005,5195.8,married,nov,1,870,999,-0.32550700039979297,0,1 - almost none,yes
41,no,no,yes,False,new,yes,thu,none,-1.1,94.76700000000001,-50.8,1.041,4963.6,married,nov,2,530,3,0.24412932345150715,2,3 - a bit more,yes
45,no,no,no,False,new,no,fri,engineer,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,single,may,1,500,999,-1.5311884374062132,1,5 - a lot,no
37,no,no,no,False,new,,thu,customer service,1.4,93.91799999999999,-42.7,4.968,5228.1,single,jul,6,880,999,-1.6256972364938596,0,4 - average amount,no
31,no,no,no,False,new,,thu,assistant,1.4,93.444,-36.1,4.963,5228.1,single,aug,1,530,999,-0.2173623506651125,0,5 - a lot,no
59,no,no,no,unknown,old,,thu,engineer,1.1,93.994,-36.4,4.86,5191.0,married,may,16,630,999,0.04066960627212908,0,2 - a little bit,no
49,no,no,no,False,new,no,tue,assistant,-0.1,93.2,-42.0,4.1530000000000005,5195.8,married,nov,1,800,999,1.092453004496327,1,5 - a lot,no
39,yes,yes,no,False,old,,fri,cleaner,1.1,93.994,-36.4,4.855,5191.0,married,may,3,690,999,0.16562627587811984,0,1 - almost none,no
29,no,no,no,False,old,,wed,assistant,-1.8,93.876,-40.0,0.69,5008.7,married,may,1,830,999,1.4097814301977027,0,4 - average amount,no
35,no,no,no,False,new,,tue,laborer,1.4,93.91799999999999,-42.7,4.962,5228.1,married,jul,2,640,999,-0.18629890543088326,0,5 - a decent amount,no
47,no,yes,no,False,old,,fri,laborer,1.1,93.994,-36.4,4.857,5191.0,divorced,may,1,910,999,-0.17176278114670826,0,3 - a bit more,no
45,yes,no,no,unknown,new,,tue,assistant,1.4,93.444,-36.1,4.966,5228.1,married,aug,1,940,999,-0.05332350247840865,0,4 - average amount,no
22,no,no,no,False,old,,wed,none,1.4,93.91799999999999,-42.7,4.963,5228.1,single,jul,3,850,999,-0.4978269748092139,0,4 - average amount,no
32,no,no,no,False,new,,thu,assistant,-0.1,93.2,-42.0,4.0760000000000005,5195.8,married,nov,4,750,999,0.3049771478843297,0,5 - a lot,no
62,no,no,yes,False,new,no,mon,leisure,-1.7,94.027,-38.3,0.898,4991.6,married,aug,1,760,9,-1.5499044745220432,2,1 - almost none,yes
36,yes,no,no,False,new,,thu,assistant,1.4,93.444,-36.1,4.962,5228.1,married,aug,5,710,999,-0.24627490159936857,0,5 - a lot,no
51,no,yes,no,unknown,old,,mon,hobbyist,1.1,93.994,-36.4,4.857,5191.0,divorced,may,2,960,999,-1.3151742144614413,0,5 - a lot,no
58,yes,no,yes,False,new,,mon,laborer,1.4,93.444,-36.1,4.97,5228.1,married,aug,1,640,999,2.0999055958804917,0,3 - a bit more,yes
37,yes,no,no,unknown,old,,fri,engineer,1.1,93.994,-36.4,4.855,5191.0,married,may,3,550,999,-1.0472320053760191,0,5 - a decent amount,no
31,yes,no,no,False,new,,thu,none,-0.1,93.2,-42.0,4.0760000000000005,5195.8,single,nov,1,530,999,-0.18868866478928376,0,5 - a decent amount,no
48,yes,no,no,unknown,new,,fri,assistant,1.4,93.91799999999999,-42.7,4.962,5228.1,divorced,jul,2,780,999,1.6005458268302055,0,5 - a lot,no
52,yes,no,no,False,new,,wed,leisure,1.4,93.91799999999999,-42.7,4.962,5228.1,married,jul,3,920,999,-1.9668235112495374,0,5 - a decent amount,no
32,yes,yes,no,False,new,,mon,assistant,1.4,93.444,-36.1,4.963,5228.1,married,aug,2,560,999,1.2113082371260753,0,5 - a lot,no
41,no,no,yes,False,new,yes,mon,engineer,-1.1,94.76700000000001,-50.8,1.0390000000000001,4963.6,married,nov,2,620,6,1.4025079743801951,1,5 - a decent amount,yes
59,no,no,no,unknown,old,,tue,engineer,1.1,93.994,-36.4,4.856,5191.0,married,may,3,910,999,1.2484587222510788,0,5 - a lot,no
36,no,no,no,unknown,old,,thu,laborer,1.1,93.994,-36.4,4.86,5191.0,married,may,1,820,999,0.1439177034750331,0,,no
29,yes,no,yes,False,new,yes,mon,assistant,-2.9,92.963,-40.8,1.26,5076.2,single,jun,1,780,3,-0.8919895016023354,1,4 - average amount,yes
33,yes,no,no,False,old,,wed,laborer,1.1,93.994,-36.4,4.859,5191.0,married,may,2,670,999,-0.5402353372041075,0,3 - a bit more,no
28,yes,no,no,False,old,,fri,self-employed,-1.8,92.84299999999999,-50.0,1.531,5099.1,single,mar,1,800,999,-1.5441235257116994,0,5 - a lot,no
38,no,no,no,False,old,,fri,management,1.1,93.994,-36.4,4.855,5191.0,married,may,2,660,999,0.6424354384139582,0,5 - a lot,no
32,yes,no,no,False,new,,mon,engineer,-3.4,92.649,-30.1,0.7140000000000001,5017.5,married,nov,1,700,999,-0.7044038379156321,0,5 - a lot,no
50,no,no,no,unknown,old,,wed,engineer,1.1,93.994,-36.4,4.857,5191.0,married,may,4,650,999,-0.17480366782418805,0,5 - a decent amount,no
44,yes,no,no,unknown,old,,wed,engineer,1.1,93.994,-36.4,4.856,5191.0,single,may,1,860,999,-0.9216308151715944,0,,no
34,yes,no,no,False,old,no,mon,customer service,-1.1,94.199,-37.5,0.882,4963.6,divorced,sep,1,700,999,-0.628620681867081,1,4 - average amount,no
44,yes,no,no,unknown,new,no,thu,engineer,-1.8,93.075,-47.1,1.41,5099.1,divorced,apr,3,560,999,1.1576647726372433,1,5 - a decent amount,no
33,yes,yes,no,False,old,,mon,customer service,-1.7,94.055,-39.8,0.754,4991.6,married,jun,1,900,999,-0.20540427365008904,0,4 - average amount,no
51,yes,no,no,unknown,old,,tue,management,1.1,93.994,-36.4,4.857,5191.0,married,may,2,760,999,0.9738680385477311,0,5 - a decent amount,no
29,yes,no,no,False,new,,wed,self-employed,1.4,93.91799999999999,-42.7,4.957,5228.1,single,jul,1,700,999,-0.04599800495312124,0,5 - a lot,no
49,no,no,no,unknown,old,,tue,laborer,1.1,93.994,-36.4,4.857,5191.0,married,may,1,670,999,-0.204540423322402,0,1 - almost none,no
55,yes,no,no,False,old,,wed,assistant,1.1,93.994,-36.4,4.859,5191.0,married,may,4,970,999,0.755391882162603,0,4 - average amount,no
35,yes,yes,no,False,new,no,thu,none,-3.0,92.713,-33.0,0.7070000000000001,5023.5,married,dec,3,670,999,2.4583929125250563,1,5 - a decent amount,no
45,no,no,no,False,new,,thu,self-employed,1.4,93.444,-36.1,4.968,5228.1,married,aug,2,890,999,-0.8563764087786714,0,1 - almost none,no
39,no,no,no,False,old,,wed,self-employed,1.1,93.994,-36.4,4.8580000000000005,5191.0,married,may,2,770,999,-0.9671226138225514,0,5 - a lot,no
51,no,no,no,unknown,old,,fri,customer service,1.1,93.994,-36.4,4.857,5191.0,married,may,2,690,999,-0.7513117227994229,0,,no
41,no,yes,no,False,old,,fri,engineer,1.4,94.465,-41.8,4.967,5228.1,married,jun,1,780,999,-0.1442430483612486,0,5 - a lot,no
55,yes,yes,no,unknown,old,,thu,self-employed,1.4,94.465,-41.8,4.958,5228.1,married,jun,1,670,999,0.27751259577164505,0,,no
31,yes,no,no,False,old,,tue,assistant,1.1,93.994,-36.4,4.857,5191.0,married,may,1,640,999,-0.4002585474816739,0,5 - a lot,no
23,yes,no,no,False,new,no,thu,customer service,-1.8,92.89299999999999,-46.2,1.266,5099.1,single,may,1,710,999,-1.5856092810762459,1,3 - a bit more,no
29,yes,no,no,False,new,,thu,assistant,1.4,93.444,-36.1,4.963,5228.1,single,aug,1,650,999,0.7684539843701464,0,5 - a lot,no
35,no,no,no,False,new,no,wed,laborer,-0.1,93.2,-42.0,4.12,5195.8,single,nov,2,930,999,-0.9253945964937577,1,4 - average amount,no
35,no,no,no,unknown,old,,thu,assistant,1.4,94.465,-41.8,4.8660000000000005,5228.1,single,jun,2,980,999,-2.5711344889372505,0,1 - almost none,no
27,no,no,no,unknown,new,,mon,assistant,1.4,93.91799999999999,-42.7,4.96,5228.1,single,jul,6,500,999,-0.6204432909761025,0,4 - average amount,no
49,no,no,no,unknown,old,,wed,laborer,1.1,93.994,-36.4,4.859,5191.0,married,may,2,700,999,1.2345918527853188,0,1 - almost none,no
45,yes,no,no,unknown,old,,wed,laborer,1.4,94.465,-41.8,4.864,5228.1,married,jun,2,880,999,2.0144694261733505,0,1 - almost none,no
25,yes,no,no,False,new,,fri,assistant,-1.8,92.84299999999999,-50.0,1.531,5099.1,married,mar,1,660,999,0.09719789795364991,0,5 - a lot,no
52,yes,no,no,unknown,old,,tue,laborer,1.4,94.465,-41.8,4.864,5228.1,married,jun,1,660,999,-0.9047204727682437,0,1 - almost none,no
29,no,no,no,False,new,no,wed,assistant,-1.8,92.89299999999999,-46.2,1.334,5099.1,single,may,1,970,999,-2.363819344709917,1,5 - a lot,no
58,yes,no,no,False,new,,wed,leisure,1.4,93.91799999999999,-42.7,4.957,5228.1,married,jul,1,860,999,0.4935929328736956,0,4 - average amount,no
48,no,no,no,False,old,,fri,laborer,1.1,93.994,-36.4,4.864,5191.0,married,may,1,580,999,0.02498431101072288,0,2 - a little bit,no
29,no,no,no,False,old,,tue,assistant,1.4,94.465,-41.8,4.864,5228.1,married,jun,1,600,999,-0.2168919427419686,0,4 - average amount,no
25,yes,no,no,False,new,no,wed,laborer,-1.8,92.89299999999999,-46.2,1.281,5099.1,single,may,1,890,999,0.4661041246398468,1,4 - average amount,no
36,yes,no,no,unknown,new,,thu,management,1.4,93.91799999999999,-42.7,4.962,5228.1,married,jul,1,920,999,-0.20911108383825783,0,,no
31,no,no,no,False,new,no,wed,self-employed,-1.8,92.89299999999999,-46.2,1.281,5099.1,married,may,1,970,999,1.6820146901200068,1,3 - a bit more,no
35,no,no,no,False,new,,thu,customer service,-1.8,93.075,-47.1,1.365,5099.1,divorced,apr,1,930,999,0.17859804350359698,0,4 - average amount,no
28,no,no,no,False,old,,tue,laborer,1.4,94.465,-41.8,4.864,5228.1,single,jun,1,740,999,-1.7376298423925456,0,1 - almost none,no
41,no,no,no,False,old,,thu,laborer,1.1,93.994,-36.4,4.86,5191.0,single,may,1,500,999,-0.43679733710409396,0,3 - a bit more,no
29,no,no,no,False,old,,thu,customer service,1.1,93.994,-36.4,4.855,5191.0,single,may,2,980,999,0.738109614608484,0,3 - a bit more,no
29,no,no,no,False,old,,wed,engineer,1.1,93.994,-36.4,4.857,5191.0,married,may,4,790,999,0.7413704524865308,0,5 - a lot,no
37,yes,no,yes,False,new,,wed,assistant,-1.8,93.075,-47.1,1.415,5099.1,married,apr,1,630,999,-1.0608865023493261,0,5 - a lot,yes
38,yes,no,no,unknown,old,,tue,laborer,1.4,94.465,-41.8,4.961,5228.1,married,jun,4,930,999,-1.775350857150617,0,3 - a bit more,no
50,yes,no,no,False,new,no,tue,management,-0.1,93.2,-42.0,4.1530000000000005,5195.8,single,nov,2,970,999,1.2052155562615616,1,5 - a lot,no
49,no,no,no,unknown,old,,mon,laborer,1.4,94.465,-41.8,4.865,5228.1,married,jun,2,810,999,-0.1469283158819862,0,1 - almost none,no
30,yes,no,no,False,old,,wed,customer service,1.4,94.465,-41.8,4.959,5228.1,married,jun,5,890,999,-2.8644454689075576,0,4 - average amount,no
38,yes,no,no,unknown,new,,tue,customer service,1.4,93.91799999999999,-42.7,4.961,5228.1,single,jul,3,550,999,0.4320439428404551,0,4 - average amount,no
47,yes,no,no,False,new,,thu,laborer,1.4,93.91799999999999,-42.7,4.958,5228.1,divorced,jul,2,780,999,1.2026098388747744,0,3 - a bit more,no
33,no,no,no,unknown,new,,wed,laborer,-1.8,92.89299999999999,-46.2,1.334,5099.1,married,may,1,930,999,1.402996114601491,0,2 - a little bit,no
34,yes,no,no,False,new,,tue,assistant,-3.0,92.713,-33.0,0.7070000000000001,5023.5,married,dec,2,600,999,-0.4264339130297444,0,5 - a lot,no
33,yes,yes,no,unknown,old,no,wed,customer service,-1.8,92.89299999999999,-46.2,1.281,5099.1,single,may,8,910,999,2.2136021181710848,1,2 - a little bit,no
43,no,no,no,False,old,,wed,assistant,1.1,93.994,-36.4,4.8580000000000005,5191.0,married,may,1,740,999,-0.7711340117209783,0,4 - average amount,no
60,no,yes,no,False,new,no,wed,leisure,-1.1,94.601,-49.5,1.043,4963.6,married,oct,2,700,999,0.3048917437871314,1,5 - a decent amount,no
32,yes,no,yes,False,old,no,fri,assistant,-3.4,92.649,-30.1,0.7140000000000001,5017.5,single,nov,2,740,999,0.14738417137184248,1,5 - a lot,yes
27,yes,no,no,False,old,,wed,laborer,1.1,93.994,-36.4,4.856,5191.0,married,may,2,830,999,-0.567321031486889,0,3 - a bit more,no
31,yes,no,no,False,new,,thu,assistant,-1.8,92.89299999999999,-46.2,1.266,5099.1,single,may,1,850,999,0.6500570615774753,0,4 - average amount,no
32,yes,no,no,False,new,,tue,assistant,-1.8,92.84299999999999,-50.0,1.614,5099.1,single,mar,2,610,999,1.7126185360435455,0,5 - a decent amount,no
50,no,no,no,unknown,new,,wed,management,1.4,93.444,-36.1,4.9639999999999995,5228.1,married,aug,4,650,999,-1.2732835480193465,0,5 - a decent amount,no
31,no,no,no,unknown,new,,mon,hobbyist,1.4,93.91799999999999,-42.7,4.962,5228.1,married,jul,2,560,999,0.24291954188295065,0,5 - a lot,no
59,yes,no,no,False,new,,wed,leisure,-2.9,92.963,-40.8,1.26,5076.2,married,jun,1,610,999,0.688535712157779,0,5 - a decent amount,no
44,yes,no,no,unknown,old,,thu,assistant,1.1,93.994,-36.4,4.86,5191.0,married,may,2,900,999,0.7274515879420121,0,5 - a lot,no
42,yes,no,no,unknown,old,,thu,laborer,1.1,93.994,-36.4,4.855,5191.0,married,may,3,980,999,0.6745734323385617,0,1 - almost none,no
23,no,yes,no,False,new,,tue,engineer,-1.8,93.075,-47.1,1.423,5099.1,single,apr,4,730,999,0.5041006366747657,0,5 - a decent amount,no
59,-1,,no,unknown,new,no,thu,management,-1.8,92.89299999999999,-46.2,1.266,5099.1,married,may,4,630,999,0.34031625576166186,1,1 - almost none,no
33,no,no,no,False,new,,tue,customer service,-1.8,92.89299999999999,-46.2,1.291,5099.1,divorced,may,2,990,999,0.9773828331832428,0,4 - average amount,no
37,yes,no,no,False,new,yes,fri,assistant,-1.7,94.215,-40.3,0.79,4991.6,single,jul,2,730,4,2.0063605708629435,3,5 - a lot,no
40,no,no,no,False,new,,wed,assistant,1.4,93.91799999999999,-42.7,4.962,5228.1,married,jul,1,660,999,0.332579152617392,0,5 - a decent amount,no
38,yes,no,no,False,new,,tue,management,1.4,93.444,-36.1,4.965,5228.1,divorced,aug,2,870,999,1.4980941249334416,0,5 - a lot,no
27,no,no,no,False,new,,fri,customer service,-1.8,92.89299999999999,-46.2,1.25,5099.1,single,may,4,520,999,-0.8810378195482589,0,4 - average amount,no
24,yes,no,no,False,new,,mon,engineer,-1.8,93.075,-47.1,1.405,5099.1,single,apr,1,590,999,-0.057257476016238706,0,4 - average amount,no
70,yes,no,yes,False,new,yes,tue,leisure,-1.7,94.027,-38.3,0.904,4991.6,married,aug,3,680,6,1.5461545183434813,1,1 - almost none,yes
52,no,no,no,False,new,,tue,laborer,1.4,93.444,-36.1,4.965,5228.1,married,aug,6,530,999,0.5295042838547258,0,1 - almost none,no
43,no,no,no,False,new,,thu,hobbyist,1.4,93.91799999999999,-42.7,4.962,5228.1,married,jul,1,710,999,-0.31214390613867576,0,4 - average amount,no
33,yes,no,yes,False,new,,thu,assistant,-1.1,94.199,-37.5,0.878,4963.6,married,sep,2,590,999,-0.40913159309249547,0,5 - a lot,yes
34,yes,no,no,False,new,no,fri,assistant,-1.8,92.89299999999999,-46.2,1.25,5099.1,married,may,2,950,999,-0.3339080855532545,1,4 - average amount,no
29,yes,no,yes,False,new,,wed,assistant,-2.9,92.963,-40.8,1.26,5076.2,divorced,jun,3,590,999,1.52825417165689,0,5 - a lot,yes
44,yes,no,no,unknown,old,,thu,laborer,1.1,93.994,-36.4,4.86,5191.0,divorced,may,2,720,999,0.6649942734852355,0,2 - a little bit,no
45,yes,no,no,unknown,old,,mon,laborer,1.1,93.994,-36.4,4.8580000000000005,5191.0,married,may,3,960,999,-0.1663379610711329,0,3 - a bit more,no
27,no,yes,yes,False,new,no,tue,assistant,-2.9,92.469,-33.6,0.9079999999999999,5076.2,married,jul,6,700,999,-0.06093495567546538,1,5 - a lot,yes
46,yes,yes,no,unknown,old,,mon,self-employed,1.1,93.994,-36.4,4.857,5191.0,married,may,1,550,999,1.9163753318878076,0,3 - a bit more,no
57,yes,no,no,unknown,new,,wed,leisure,1.4,93.444,-36.1,4.9639999999999995,5228.1,married,aug,2,550,999,-0.5380405645818042,0,1 - almost none,no
53,no,no,no,False,old,,fri,assistant,1.4,93.91799999999999,-42.7,4.962,5228.1,married,jul,1,840,999,-2.601092662783851,0,5 - a lot,no
36,yes,no,no,False,new,no,thu,laborer,-1.8,92.89299999999999,-46.2,1.266,5099.1,single,may,1,730,999,-1.7420872930023983,1,1 - almost none,no
45,no,no,no,False,new,,tue,laborer,1.4,93.444,-36.1,4.965,5228.1,married,aug,2,870,999,-0.7902391394642202,0,3 - a bit more,no
51,no,no,no,unknown,old,,wed,assistant,1.1,93.994,-36.4,4.856,5191.0,married,may,3,550,999,-0.6792217251282391,0,2 - a little bit,no
59,no,no,no,False,old,,mon,cleaner,1.1,93.994,-36.4,4.8580000000000005,5191.0,married,may,2,800,999,0.6524244234204257,0,,no
33,no,no,no,False,new,,fri,assistant,1.4,93.91799999999999,-42.7,4.963,5228.1,married,jul,2,600,999,-1.757647081152376,0,4 - average amount,no
54,yes,no,no,unknown,old,no,fri,engineer,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,married,may,4,600,999,-4.354231255701422,1,5 - a lot,no
67,no,no,yes,unknown,new,,tue,assistant,-2.9,92.963,-40.8,1.262,5076.2,married,jun,1,940,999,-0.5654247731076274,0,1 - almost none,yes
41,no,no,no,False,old,,tue,assistant,1.1,93.994,-36.4,4.857,5191.0,married,may,1,830,999,1.1488131881177106,0,4 - average amount,no
25,yes,no,no,unknown,new,,mon,laborer,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,single,may,1,730,999,0.9294253124004416,0,4 - average amount,no
38,no,no,no,False,old,,tue,engineer,1.4,94.465,-41.8,4.961,5228.1,single,jun,1,640,999,-0.6278936049122821,0,5 - a lot,no
44,yes,no,no,False,old,,mon,laborer,1.4,94.465,-41.8,4.961,5228.1,married,jun,6,910,999,-0.45344574050509984,0,2 - a little bit,no
33,no,no,no,False,old,,mon,assistant,1.1,93.994,-36.4,4.857,5191.0,married,may,1,570,999,-0.36809121384809046,0,3 - a bit more,no
40,yes,no,no,False,new,,thu,cleaner,1.4,93.444,-36.1,4.968,5228.1,divorced,aug,1,780,999,-0.8653066025647019,0,3 - a bit more,no
42,no,no,no,False,new,,fri,assistant,1.4,93.444,-36.1,4.963,5228.1,married,aug,1,810,999,2.870964828307123,0,5 - a lot,no
59,yes,no,no,unknown,old,,tue,hobbyist,1.1,93.994,-36.4,4.857,5191.0,married,may,2,770,999,0.29895223024833945,0,5 - a lot,no
28,yes,yes,no,False,new,,fri,laborer,-1.8,92.89299999999999,-46.2,1.25,5099.1,single,may,8,590,999,-0.7701409957368098,0,2 - a little bit,no
